Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating
PS2,2010,Sports,Konami Digital Entertainment,0.04,0.21,0.05,0.11,0.41,71.0,6.7,E
DC,1999,Racing,Sega,0.0,0.0,0.41,0.0,0.41,71.0,7.5,
PS,1998,Shooter,Activision,0.23,0.16,0.0,0.03,0.41,71.0,7.5,
PS2,2007,Action,Vivendi Games,0.34,0.01,0.0,0.06,0.41,70.0,5.9,E10+
XOne,2016,Sports,Electronic Arts,0.24,0.14,0.0,0.04,0.41,76.0,6.0,T
PS2,2010,Sports,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,71.0,7.5,E
PS,2000,Misc,Hasbro Interactive,0.23,0.16,0.0,0.03,0.41,71.0,7.5,
XB,2005,Shooter,Ubisoft,0.26,0.13,0.0,0.02,0.41,74.0,6.6,M
PSP,2009,Fighting,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41,71.0,7.5,
X360,2007,Shooter,Vivendi Games,0.36,0.02,0.0,0.03,0.41,70.0,7.9,M
PS,2000,Sports,Sony Computer Entertainment,0.23,0.16,0.0,0.03,0.41,56.0,7.5,E
PS,1999,Action,Take-Two Interactive,0.23,0.16,0.0,0.03,0.41,71.0,7.5,
PS4,2016,Simulation,Focus Home Interactive,0.05,0.31,0.0,0.06,0.41,69.0,8.7,E
PS,2000,Sports,Konami Digital Entertainment,0.0,0.0,0.39,0.03,0.41,71.0,7.5,
PSP,2007,Platform,Konami Digital Entertainment,0.22,0.09,0.04,0.07,0.41,80.0,7.8,T
SAT,1995,Action,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41,71.0,7.5,
PS3,2010,Action,Ubisoft,0.21,0.12,0.03,0.05,0.41,70.0,6.8,T
PS3,2015,Shooter,Electronic Arts,0.13,0.15,0.07,0.06,0.41,71.0,5.3,M
PS2,2002,Platform,THQ,0.2,0.16,0.0,0.05,0.41,71.0,5.8,E
DS,2007,Misc,Square Enix,0.0,0.0,0.41,0.0,0.41,71.0,7.5,
PS2,2006,Action,Activision,0.2,0.16,0.0,0.05,0.41,52.0,7.5,T
PS3,2013,Action,505 Games,0.07,0.2,0.09,0.05,0.41,81.0,7.9,T
XOne,2015,Action,Warner Bros. Interactive Entertainment,0.22,0.15,0.0,0.04,0.41,80.0,6.9,E10+
PSP,2010,Sports,Sega,0.0,0.27,0.0,0.14,0.41,77.0,7.7,E
PSP,2007,Action,Warner Bros. Interactive Entertainment,0.27,0.08,0.0,0.07,0.41,55.0,7.1,M
DS,2009,Fighting,THQ,0.36,0.02,0.0,0.03,0.41,61.0,2.8,E10+
DS,2009,Shooter,Activision,0.36,0.02,0.0,0.03,0.41,71.0,7.5,
XOne,2014,Sports,Electronic Arts,0.31,0.06,0.0,0.04,0.41,59.0,3.2,E10+
SAT,1996,Adventure,Sega,0.0,0.0,0.41,0.0,0.41,71.0,7.5,
PC,2016,Shooter,Ubisoft,0.22,0.15,0.0,0.04,0.41,79.0,5.8,M
PSP,2007,Strategy,Konami Digital Entertainment,0.03,0.19,0.1,0.1,0.41,71.0,7.5,
PS2,2005,Adventure,THQ,0.34,0.01,0.0,0.06,0.41,71.0,7.5,
Wii,2009,Adventure,Knowledge Adventure,0.38,0.0,0.0,0.03,0.41,68.0,7.5,E
PS3,2010,Misc,MTV Games,0.19,0.15,0.0,0.06,0.41,76.0,6.3,T
PS,1996,Racing,Pioneer LDC,0.23,0.16,0.0,0.03,0.41,71.0,7.5,
PSV,2013,Sports,Electronic Arts,0.08,0.23,0.01,0.09,0.41,71.0,1.8,E
Wii,2009,Misc,Hudson Soft,0.0,0.0,0.41,0.0,0.41,71.0,7.5,
PSP,2009,Racing,THQ,0.29,0.07,0.0,0.06,0.41,71.0,7.5,E
PS2,2002,Adventure,Sony Computer Entertainment,0.0,0.0,0.41,0.0,0.41,71.0,7.5,
PS3,2014,Racing,Codemasters,0.07,0.26,0.02,0.06,0.41,62.0,4.1,E
PS,1997,Strategy,Virgin Interactive,0.23,0.16,0.0,0.03,0.41,71.0,7.5,
PS3,2007,Racing,THQ,0.37,0.01,0.0,0.03,0.41,63.0,4.8,E
WiiU,2012,Shooter,Activision,0.2,0.18,0.0,0.03,0.41,81.0,6.9,M
N64,1999,Role-Playing,Nintendo,0.1,0.02,0.25,0.04,0.41,71.0,7.5,
N64,1999,Action,Titus,0.33,0.07,0.0,0.0,0.41,71.0,7.5,
NES,1985,Puzzle,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41,71.0,7.5,
PC,2007,Shooter,Take-Two Interactive,0.01,0.39,0.0,0.02,0.41,96.0,8.5,M
PS2,2002,Action,Atari,0.2,0.16,0.0,0.05,0.41,58.0,5.7,T
PS2,2007,Role-Playing,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,71.0,7.5,
PS,1997,Simulation,Sony Computer Entertainment,0.13,0.09,0.16,0.03,0.41,71.0,7.5,
DS,2011,Action,Ubisoft,0.23,0.14,0.0,0.04,0.41,71.0,7.5,E
PS,1999,Simulation,Taito,0.0,0.0,0.38,0.03,0.41,71.0,7.5,
Wii,2007,Shooter,Electronic Arts,0.33,0.04,0.01,0.03,0.41,73.0,7.6,T
X360,2011,Sports,Take-Two Interactive,0.15,0.22,0.0,0.04,0.41,84.0,8.2,E
DS,2009,Adventure,THQ,0.15,0.22,0.0,0.05,0.41,53.0,7.5,T
PS2,2009,Misc,Activision,0.15,0.06,0.0,0.2,0.41,71.0,4.4,E10+
PS2,2001,Simulation,Metro 3D,0.11,0.08,0.19,0.03,0.41,75.0,8.8,T
PS2,2006,Misc,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,71.0,7.5,
PSV,2015,Role-Playing,Namco Bandai Games,0.0,0.03,0.37,0.01,0.41,71.0,8.1,T
GC,2002,Fighting,Midway Games,0.31,0.08,0.0,0.01,0.41,81.0,8.7,M
PS2,2010,Action,Take-Two Interactive,0.34,0.01,0.0,0.06,0.41,71.0,7.5,E
PSP,2010,Misc,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41,71.0,7.5,
PS,1996,Misc,Empire Interactive,0.23,0.15,0.0,0.03,0.41,71.0,7.5,
Wii,2007,Platform,Sega,0.32,0.02,0.04,0.03,0.41,69.0,8.5,E
PS,1998,Sports,Magical Company,0.15,0.1,0.12,0.03,0.41,71.0,7.5,
DS,2008,Simulation,Rising Star Games,0.21,0.05,0.13,0.02,0.41,71.0,7.5,
PS2,2008,Sports,Take-Two Interactive,0.34,0.01,0.0,0.06,0.41,71.0,8.0,E
GBA,2001,Misc,Konami Digital Entertainment,0.0,0.0,0.4,0.01,0.41,71.0,7.5,
PSP,2009,Action,THQ,0.24,0.09,0.0,0.07,0.41,71.0,7.5,E
PSP,2010,Misc,Sega,0.0,0.0,0.41,0.0,0.41,71.0,7.5,
PS2,2009,Role-Playing,Activision,0.23,0.02,0.0,0.16,0.41,71.0,4.6,T
Wii,2008,Racing,Activision,0.38,0.0,0.0,0.03,0.41,71.0,7.8,E
PC,2014,Shooter,Activision,0.15,0.23,0.0,0.03,0.41,78.0,4.5,M
SNES,1995,Puzzle,Nintendo,0.0,0.0,0.41,0.0,0.41,71.0,7.5,
PS3,2008,Sports,Electronic Arts,0.08,0.26,0.0,0.06,0.41,71.0,7.5,
PS2,2005,Platform,Midway Games,0.34,0.01,0.0,0.06,0.41,50.0,7.6,E
SNES,1994,Sports,Konami Digital Entertainment,0.0,0.0,0.41,0.0,0.41,71.0,7.5,
PS2,2001,Platform,Ubisoft,0.2,0.16,0.0,0.05,0.41,59.0,7.1,E
PS3,2011,Fighting,THQ,0.16,0.18,0.0,0.07,0.41,75.0,6.4,T
X360,2010,Misc,MTV Games,0.24,0.13,0.0,0.04,0.41,75.0,6.6,T
DS,2010,Action,Electronic Arts,0.19,0.18,0.0,0.04,0.41,56.0,6.0,E10+
PSV,2012,Shooter,Sony Computer Entertainment,0.18,0.15,0.02,0.06,0.41,60.0,6.8,M
X360,2006,Shooter,Electronic Arts,0.35,0.02,0.01,0.03,0.41,77.0,7.3,T
XOne,2014,Misc,Ubisoft,0.29,0.08,0.0,0.04,0.41,71.0,7.5,
PS,2000,Fighting,Electronic Arts,0.23,0.15,0.0,0.03,0.41,84.0,8.5,T
PS2,2005,Action,Electronic Arts,0.34,0.01,0.0,0.06,0.41,69.0,7.6,T
X360,2011,Simulation,THQ,0.3,0.08,0.0,0.03,0.41,66.0,7.5,E
PS3,2010,Fighting,PQube,0.21,0.07,0.09,0.04,0.41,87.0,8.0,T
PC,2011,Shooter,Take-Two Interactive,0.18,0.17,0.0,0.06,0.41,54.0,5.7,M
WiiU,2013,Role-Playing,Square Enix,0.0,0.0,0.41,0.0,0.41,71.0,7.5,
PS2,2002,Action,Activision,0.2,0.15,0.0,0.05,0.41,50.0,5.0,T
PS3,2009,Puzzle,Namco Bandai Games,0.26,0.04,0.06,0.04,0.4,74.0,8.1,E
PS,2003,Misc,Sony Computer Entertainment,0.23,0.15,0.0,0.03,0.4,71.0,7.5,
PS,2001,Sports,Sony Computer Entertainment,0.23,0.15,0.0,0.03,0.4,62.0,8.8,E
2600,1983,Adventure,Atari,0.38,0.02,0.0,0.0,0.4,71.0,7.5,
X360,2008,Action,Activision,0.36,0.02,0.0,0.03,0.4,68.0,8.6,T
X360,2010,Action,505 Games,0.21,0.15,0.0,0.04,0.4,43.0,5.6,T
2600,1981,Action,Coleco,0.38,0.02,0.0,0.0,0.4,71.0,7.5,
GC,2003,Platform,THQ,0.31,0.08,0.0,0.01,0.4,71.0,8.2,E
Wii,2009,Misc,Ubisoft,0.27,0.09,0.0,0.04,0.4,43.0,7.1,E10+
X360,2011,Misc,Ubisoft,0.29,0.08,0.0,0.03,0.4,71.0,7.5,E
X360,2007,Action,Ubisoft,0.36,0.01,0.0,0.03,0.4,51.0,4.7,M
Wii,2010,Sports,Electronic Arts,0.36,0.02,0.0,0.02,0.4,79.0,8.5,E
DS,2009,Role-Playing,Rising Star Games,0.26,0.03,0.1,0.02,0.4,77.0,8.6,E
PS4,2016,Role-Playing,Square Enix,0.04,0.11,0.22,0.03,0.4,71.0,7.5,
PSP,2009,Action,LucasArts,0.21,0.12,0.0,0.07,0.4,71.0,7.5,T
PS4,2015,Role-Playing,Namco Bandai Games,0.17,0.15,0.02,0.06,0.4,72.0,6.8,T
PS3,2013,Adventure,Konami Digital Entertainment,0.31,0.01,0.03,0.06,0.4,93.0,9.0,M
GB,1997,Role-Playing,Imagineer,0.0,0.0,0.4,0.0,0.4,71.0,7.5,
PS2,2009,Sports,Take-Two Interactive,0.33,0.01,0.0,0.05,0.4,71.0,8.6,E
PS2,2002,Misc,Midway Games,0.2,0.15,0.0,0.05,0.4,73.0,7.8,T
PS3,2008,Fighting,Midway Games,0.22,0.12,0.0,0.06,0.4,71.0,7.5,
Wii,2009,Misc,Namco Bandai Games,0.0,0.0,0.4,0.0,0.4,71.0,7.5,
2600,1982,Action,Sega,0.37,0.02,0.0,0.0,0.4,71.0,7.5,
PS2,2005,Role-Playing,Midway Games,0.2,0.15,0.0,0.05,0.4,59.0,5.7,T
GC,2003,Sports,Electronic Arts,0.31,0.08,0.0,0.01,0.4,68.0,8.5,E
PS2,2008,Action,Tecmo Koei,0.0,0.0,0.4,0.0,0.4,71.0,7.5,
PS3,2009,Sports,Activision Value,0.37,0.0,0.0,0.03,0.4,71.0,5.0,T
X360,2007,Strategy,Codemasters,0.34,0.03,0.01,0.03,0.4,76.0,8.3,T
PS2,2008,Action,Disney Interactive Studios,0.2,0.15,0.0,0.05,0.4,67.0,7.0,T
GBA,2005,Action,THQ,0.29,0.11,0.0,0.01,0.4,71.0,7.5,E
PS4,2016,Adventure,Square Enix,0.15,0.15,0.03,0.06,0.4,85.0,8.6,M
PS,1997,Strategy,Sony Computer Entertainment,0.0,0.0,0.38,0.03,0.4,71.0,7.5,
GC,2005,Strategy,Nintendo,0.25,0.07,0.07,0.01,0.4,76.0,8.8,T
PS,1999,Sports,989 Studios,0.22,0.15,0.0,0.03,0.4,71.0,7.5,
GC,2004,Action,THQ,0.31,0.08,0.0,0.01,0.4,49.0,7.5,E
SNES,1994,Fighting,Takara,0.0,0.0,0.4,0.0,0.4,71.0,7.5,
X360,2012,Action,Electronic Arts,0.28,0.09,0.0,0.03,0.4,71.0,7.4,M
WiiU,2013,Action,Nintendo,0.19,0.1,0.08,0.03,0.4,78.0,8.5,T
Wii,2011,Misc,THQ,0.35,0.02,0.0,0.03,0.4,59.0,7.5,E
SAT,1995,Fighting,Sega,0.0,0.0,0.4,0.0,0.4,71.0,7.5,
DS,2009,Action,Konami Digital Entertainment,0.27,0.01,0.09,0.03,0.4,71.0,7.5,
PS,1999,Sports,989 Studios,0.22,0.15,0.0,0.03,0.4,71.0,7.5,
PS3,2012,Action,Capcom,0.18,0.12,0.06,0.05,0.4,71.0,7.4,T
PS2,2008,Platform,Vivendi Games,0.12,0.01,0.0,0.27,0.4,71.0,7.1,E10+
PSP,2011,Misc,Namco Bandai Games,0.0,0.0,0.4,0.0,0.4,71.0,7.5,
N64,1999,Sports,Acclaim Entertainment,0.37,0.03,0.0,0.0,0.4,71.0,7.5,
N64,1997,Fighting,Midway Games,0.32,0.07,0.0,0.0,0.4,71.0,7.5,
N64,1999,Racing,Nintendo,0.32,0.07,0.0,0.0,0.4,71.0,7.5,
N64,1997,Racing,Kemco,0.32,0.07,0.0,0.0,0.4,71.0,7.5,
PS2,2001,Racing,Acclaim Entertainment,0.2,0.15,0.0,0.05,0.4,61.0,5.7,E
PSP,2009,Shooter,Activision,0.17,0.14,0.0,0.08,0.4,71.0,7.5,
PS3,2008,Platform,THQ,0.12,0.21,0.0,0.08,0.4,51.0,5.0,E
PS2,2004,Misc,Atari,0.33,0.01,0.0,0.05,0.4,66.0,4.3,E
PC,2013,Sports,Electronic Arts,0.01,0.36,0.0,0.03,0.4,87.0,4.6,E
PS,1999,Platform,Infogrames,0.22,0.15,0.0,0.03,0.4,71.0,7.5,
PS2,2007,Racing,Activision,0.2,0.15,0.0,0.05,0.4,71.0,7.5,E
PS2,2005,Sports,Sony Computer Entertainment,0.33,0.01,0.0,0.05,0.4,81.0,9.0,E
PSV,2012,Role-Playing,GungHo,0.2,0.01,0.16,0.03,0.4,66.0,7.8,T
PS2,2007,Sports,505 Games,0.2,0.15,0.0,0.05,0.4,71.0,7.5,E
X360,2011,Shooter,Microsoft Game Studios,0.26,0.1,0.0,0.04,0.4,77.0,8.1,T
GBA,2001,Action,THQ,0.29,0.11,0.0,0.01,0.4,71.0,7.5,
Wii,2006,Role-Playing,Activision,0.36,0.0,0.0,0.03,0.4,73.0,7.3,T
DS,2009,Misc,Mentor Interactive,0.37,0.0,0.0,0.03,0.4,71.0,7.5,
XB,2005,Racing,THQ,0.32,0.07,0.0,0.01,0.4,80.0,8.3,E
PC,2012,Action,Electronic Arts,0.02,0.31,0.0,0.07,0.4,86.0,6.6,E
GC,2006,Action,Midway Games,0.31,0.08,0.0,0.01,0.4,57.0,6.7,E10+
DS,2009,Simulation,Ubisoft,0.34,0.03,0.0,0.03,0.4,71.0,7.5,E
GC,2004,Simulation,Electronic Arts,0.24,0.14,0.0,0.02,0.4,73.0,8.4,T
PS,1999,Racing,Electronic Arts,0.22,0.15,0.0,0.03,0.4,71.0,7.5,
PS3,2008,Misc,Disney Interactive Studios,0.08,0.26,0.0,0.06,0.4,71.0,7.5,
GBA,2006,Role-Playing,Nintendo,0.0,0.0,0.39,0.01,0.4,71.0,7.5,
GBA,2004,Action,THQ,0.29,0.11,0.0,0.01,0.4,53.0,7.5,E
Wii,2009,Racing,Zoo Games,0.38,0.0,0.0,0.02,0.4,71.0,7.5,E
PS,1999,Misc,Vivendi Games,0.22,0.15,0.0,0.03,0.4,71.0,7.5,
X360,2010,Sports,Activision,0.32,0.05,0.0,0.03,0.4,71.0,7.5,E
PSP,2005,Fighting,THQ,0.36,0.0,0.0,0.03,0.4,81.0,8.5,T
PC,2010,Action,Take-Two Interactive,0.17,0.17,0.0,0.05,0.4,77.0,7.9,M
DS,2009,Action,Ubisoft,0.18,0.18,0.0,0.04,0.4,71.0,7.5,
SNES,1995,Role-Playing,ChunSoft,0.0,0.0,0.4,0.0,0.4,71.0,7.5,
PS3,2015,Sports,Konami Digital Entertainment,0.09,0.12,0.15,0.04,0.4,71.0,7.2,E
GC,2002,Shooter,Activision,0.31,0.08,0.0,0.01,0.4,71.0,7.5,
XB,2001,Sports,Electronic Arts,0.35,0.03,0.0,0.02,0.4,76.0,7.5,E
PS3,2008,Sports,Sega,0.13,0.2,0.0,0.07,0.4,67.0,7.4,E10+
Wii,2009,Simulation,Electronic Arts,0.35,0.02,0.0,0.03,0.4,61.0,7.1,E10+
Wii,2008,Sports,RTL,0.17,0.18,0.0,0.04,0.4,71.0,7.5,E
PS,2000,Adventure,Sony Computer Entertainment,0.0,0.0,0.37,0.03,0.4,71.0,7.5,
PS2,2003,Platform,Sony Computer Entertainment,0.19,0.15,0.0,0.05,0.4,73.0,8.3,T
PS3,2007,Action,Activision,0.32,0.03,0.01,0.04,0.4,71.0,7.5,
DS,2012,Misc,Activision,0.03,0.33,0.0,0.04,0.4,71.0,7.5,E
DS,2009,Action,Atari,0.24,0.12,0.0,0.04,0.4,55.0,6.0,E
PS,1996,Strategy,Virgin Interactive,0.22,0.15,0.0,0.03,0.4,71.0,7.5,
PS2,2004,Strategy,Namco Bandai Games,0.0,0.0,0.4,0.0,0.4,71.0,7.5,
GC,2004,Shooter,Activision,0.31,0.08,0.0,0.01,0.4,74.0,8.9,T
DS,2007,Role-Playing,D3Publisher,0.37,0.0,0.0,0.03,0.4,57.0,7.2,E10+
SNES,1995,Role-Playing,Namco Bandai Games,0.0,0.0,0.4,0.0,0.4,71.0,7.5,
Wii,2008,Racing,Warner Bros. Interactive Entertainment,0.35,0.02,0.0,0.03,0.4,71.0,7.5,
DS,2006,Platform,Konami Digital Entertainment,0.31,0.02,0.04,0.03,0.4,85.0,8.3,T
PS2,2005,Racing,Jester Interactive,0.33,0.01,0.0,0.05,0.4,71.0,8.5,E
PS2,2004,Fighting,Konami Digital Entertainment,0.19,0.15,0.0,0.05,0.39,66.0,8.5,M
X360,2015,Action,Disney Interactive Studios,0.21,0.15,0.0,0.03,0.39,71.0,7.5,
X360,2007,Action,Eidos Interactive,0.12,0.22,0.0,0.05,0.39,77.0,8.3,T
DS,2009,Adventure,Focus Home Interactive,0.06,0.3,0.0,0.04,0.39,57.0,3.1,E
PS2,2007,Action,Take-Two Interactive,0.19,0.15,0.0,0.05,0.39,36.0,6.4,T
XB,2005,Action,Activision,0.26,0.11,0.0,0.02,0.39,77.0,7.4,T
Wii,2008,Simulation,Electronic Arts,0.33,0.03,0.0,0.03,0.39,71.0,7.5,E
PS2,2007,Racing,THQ,0.19,0.15,0.01,0.05,0.39,66.0,6.7,T
DS,2009,Action,LucasArts,0.22,0.14,0.0,0.04,0.39,71.0,5.3,E10+
N64,1998,Sports,Electronic Arts,0.38,0.01,0.0,0.0,0.39,71.0,7.5,
3DS,2012,Action,Warner Bros. Interactive Entertainment,0.2,0.16,0.0,0.03,0.39,61.0,7.6,E10+
PSP,2011,Role-Playing,Level 5,0.0,0.0,0.39,0.0,0.39,71.0,7.5,
Wii,2010,Action,Rising Star Games,0.2,0.11,0.04,0.03,0.39,84.0,8.8,M
PS,2000,Racing,Hasbro Interactive,0.22,0.15,0.0,0.03,0.39,62.0,7.5,E
DS,2009,Action,Sega,0.22,0.14,0.0,0.04,0.39,71.0,7.5,E
PS,1997,Fighting,Virgin Interactive,0.22,0.15,0.0,0.03,0.39,71.0,7.5,
2600,1982,Racing,Mattel Interactive,0.37,0.02,0.0,0.0,0.39,71.0,7.5,
PS2,2002,Shooter,Namco Bandai Games,0.0,0.0,0.39,0.0,0.39,71.0,7.5,
X360,2009,Fighting,THQ,0.2,0.15,0.0,0.04,0.39,71.0,6.3,T
Wii,2011,Sports,Namco Bandai Games,0.14,0.0,0.25,0.01,0.39,69.0,7.0,E
GBA,2003,Action,THQ,0.28,0.1,0.0,0.01,0.39,71.0,7.5,E
PS3,2012,Simulation,Namco Bandai Games,0.09,0.04,0.24,0.02,0.39,65.0,7.3,T
PS2,2008,Sports,Electronic Arts,0.32,0.01,0.01,0.05,0.39,71.0,7.4,E
PS4,2015,Action,Deep Silver,0.13,0.18,0.03,0.06,0.39,71.0,7.5,
PC,2010,Role-Playing,Electronic Arts,0.01,0.32,0.0,0.06,0.39,94.0,8.8,M
PS3,2010,Action,Electronic Arts,0.13,0.2,0.0,0.07,0.39,38.0,2.8,T
XB,2002,Shooter,Sega,0.29,0.08,0.0,0.01,0.39,72.0,7.3,M
3DS,2012,Role-Playing,Namco Bandai Games,0.18,0.04,0.15,0.02,0.39,70.0,7.3,T
PS3,2010,Sports,Electronic Arts,0.22,0.12,0.0,0.06,0.39,71.0,5.7,E
GBA,2002,Role-Playing,Nintendo,0.0,0.0,0.39,0.0,0.39,71.0,7.5,
PS4,2015,Action,Bethesda Softworks,0.12,0.2,0.02,0.06,0.39,71.0,7.5,
XOne,2016,Role-Playing,Namco Bandai Games,0.26,0.09,0.0,0.04,0.39,87.0,8.6,
X360,2010,Sports,Electronic Arts,0.27,0.09,0.0,0.03,0.39,75.0,7.0,E
DS,2008,Misc,Activision,0.36,0.0,0.0,0.03,0.39,71.0,7.5,
PSP,2008,Sports,Electronic Arts,0.23,0.07,0.03,0.06,0.39,71.0,7.3,E
DS,2008,Sports,Ubisoft,0.36,0.0,0.0,0.03,0.39,71.0,7.5,E
2600,1981,Action,Activision,0.37,0.02,0.0,0.0,0.39,71.0,7.5,
3DS,2011,Sports,Electronic Arts,0.36,0.01,0.0,0.03,0.39,49.0,5.3,E
PS,1998,Sports,Take-Two Interactive,0.22,0.15,0.0,0.03,0.39,71.0,7.5,
DS,2008,Misc,THQ,0.36,0.0,0.0,0.03,0.39,71.0,7.5,E
GC,2004,Misc,Nintendo,0.3,0.08,0.0,0.01,0.39,69.0,6.0,T
PSP,2009,Action,THQ,0.39,0.0,0.0,0.0,0.39,71.0,7.5,
PS,2001,Role-Playing,Enterbrain,0.0,0.0,0.37,0.03,0.39,71.0,7.5,
PS3,2012,Action,Activision,0.19,0.14,0.0,0.06,0.39,77.0,8.2,T
X360,2010,Role-Playing,Sega,0.23,0.12,0.0,0.04,0.39,63.0,7.2,M
PSV,2012,Action,Konami Digital Entertainment,0.12,0.16,0.05,0.06,0.39,71.0,7.5,
3DS,2011,Sports,Electronic Arts,0.08,0.26,0.0,0.05,0.39,71.0,7.5,
Wii,2011,Misc,Namco Bandai Games,0.0,0.0,0.39,0.0,0.39,71.0,7.5,
XB,2003,Sports,Electronic Arts,0.29,0.08,0.0,0.01,0.39,92.0,8.7,E
3DS,2011,Strategy,Ubisoft,0.25,0.06,0.05,0.03,0.39,44.0,5.3,E10+
GBA,2004,Sports,Electronic Arts,0.28,0.1,0.0,0.01,0.39,79.0,7.6,E
N64,1999,Sports,Acclaim Entertainment,0.36,0.03,0.0,0.0,0.39,71.0,7.5,
N64,2000,Fighting,Nintendo,0.0,0.0,0.34,0.05,0.39,71.0,7.5,
N64,1998,Racing,Acclaim Entertainment,0.31,0.07,0.0,0.0,0.39,71.0,7.5,
N64,1999,Action,3DO,0.31,0.07,0.0,0.0,0.39,71.0,7.5,
Wii,2009,Action,Square Enix,0.21,0.07,0.08,0.03,0.39,66.0,7.6,T
Wii,2009,Action,THQ,0.38,0.01,0.0,0.0,0.39,71.0,7.5,
PS4,2016,Adventure,Sony Computer Entertainment,0.18,0.15,0.0,0.07,0.39,72.0,8.0,M
GC,2005,Adventure,Nintendo,0.23,0.06,0.09,0.01,0.39,71.0,7.5,
WiiU,2013,Platform,Sega,0.23,0.12,0.01,0.03,0.39,63.0,7.3,E10+
Wii,2010,Action,Sega,0.15,0.19,0.0,0.04,0.39,71.0,7.5,
PS4,2013,Platform,Activision,0.2,0.12,0.0,0.06,0.39,79.0,5.2,E10+
PS3,2010,Action,Sega,0.14,0.18,0.0,0.07,0.39,41.0,5.2,T
PS2,2003,Misc,Sony Computer Entertainment,0.19,0.15,0.0,0.05,0.39,71.0,7.5,
X360,2009,Action,LucasArts,0.18,0.17,0.0,0.04,0.39,43.0,6.3,T
DS,2008,Racing,Activision,0.36,0.0,0.0,0.03,0.39,71.0,7.5,E
PS2,2000,Fighting,Ubisoft,0.16,0.13,0.06,0.04,0.39,62.0,8.4,M
PS2,2002,Action,Eidos Interactive,0.19,0.15,0.0,0.05,0.39,67.0,8.8,M
PS3,2010,Misc,Electronic Arts,0.16,0.17,0.0,0.06,0.39,64.0,6.1,E
SNES,1991,Fighting,Human Entertainment,0.0,0.0,0.39,0.0,0.39,71.0,7.5,
PS2,2005,Sports,Activision,0.19,0.15,0.0,0.05,0.39,71.0,5.6,T
PS3,2008,Action,Sega,0.17,0.16,0.0,0.06,0.39,82.0,8.1,M
Wii,2011,Misc,THQ,0.25,0.1,0.0,0.03,0.39,71.0,7.5,E
PS2,2003,Misc,Ubisoft,0.19,0.15,0.0,0.05,0.39,79.0,7.3,E
SNES,1992,Fighting,Takara,0.0,0.0,0.39,0.0,0.39,71.0,7.5,
GB,2001,Role-Playing,Banpresto,0.0,0.0,0.39,0.0,0.39,71.0,7.5,
X360,2012,Shooter,Take-Two Interactive,0.24,0.11,0.0,0.03,0.39,80.0,7.5,M
PS2,2006,Platform,Vivendi Games,0.19,0.15,0.0,0.05,0.39,68.0,8.0,E10+
GBA,2005,Simulation,Electronic Arts,0.28,0.1,0.0,0.01,0.39,58.0,7.5,E10+
X360,2006,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.39,82.0,8.7,M
SNES,1994,Sports,Namco Bandai Games,0.0,0.0,0.39,0.0,0.39,71.0,7.5,
DS,2005,Strategy,Nintendo,0.3,0.02,0.04,0.03,0.39,90.0,9.0,E
PS2,2002,Racing,Capcom,0.19,0.15,0.0,0.05,0.39,66.0,7.5,E
Wii,2012,Action,Activision,0.36,0.0,0.0,0.03,0.39,71.0,7.5,
PS3,2015,Sports,Sony Computer Entertainment,0.31,0.01,0.0,0.07,0.39,71.0,8.2,E
XB,2005,Shooter,Ubisoft,0.29,0.08,0.0,0.01,0.39,84.0,7.2,T
PS2,2007,Sports,Electronic Arts,0.19,0.15,0.0,0.05,0.39,65.0,7.5,E
PS4,2016,Racing,Codemasters,0.03,0.29,0.01,0.05,0.39,71.0,7.5,
PS4,2014,Misc,Ubisoft,0.19,0.13,0.0,0.07,0.39,72.0,5.8,E10+
3DS,2011,Action,Tecmo Koei,0.12,0.05,0.2,0.01,0.39,61.0,7.7,T
PS2,2008,Misc,Konami Digital Entertainment,0.19,0.15,0.0,0.05,0.39,76.0,7.5,E
2600,1981,Action,Data Age,0.36,0.02,0.0,0.0,0.39,71.0,7.5,
PS,1999,Simulation,Konami Digital Entertainment,0.0,0.0,0.36,0.03,0.39,71.0,7.5,
Wii,2009,Sports,505 Games,0.36,0.0,0.0,0.03,0.39,71.0,7.5,
DS,2009,Adventure,THQ,0.24,0.11,0.0,0.04,0.39,71.0,7.5,E
3DS,2013,Action,Namco Bandai Games,0.05,0.04,0.28,0.01,0.39,75.0,7.6,T
X360,2010,Sports,Electronic Arts,0.18,0.16,0.0,0.04,0.39,68.0,5.4,E
PS3,2008,Racing,Capcom,0.07,0.24,0.0,0.08,0.39,65.0,6.0,E
X360,2011,Shooter,THQ,0.18,0.16,0.01,0.04,0.39,71.0,7.0,M
GBA,2003,Sports,Electronic Arts,0.28,0.1,0.0,0.01,0.39,53.0,8.3,E
PS3,2011,Role-Playing,Square Enix,0.17,0.13,0.03,0.05,0.39,71.0,6.3,T
